"","Sporangia.r1","Sporangia.r2","Sporangia.r3","Zoospore.r1","Zoospore.r2","Zoospore.r3"
"HPOL_007015-RA",107,54,53,61,242,79
"HPOL_007098-RA",41,38,6,38,48,14
"HPOL_002972-RA",80,48,49,58,119,20
"HPOL_000585-RA",3500,1446,1218,2053,5833,1955
"HPOL_003555-RA",8008,2499,1568,2234,5610,1146
"HPOL_007018-RA",131.411353813591,35.6258489090547,18,49,89,4
"HPOL_007019-RA",378,179,220,248,711,229
"HPOL_007079-RA",152,59,81,107,298,137
"HPOL_007020-RA",1,0,0,0,1,0
"HPOL_007081-RA",4,0,0,2,3,1
"HPOL_007023-RA",0,2,0,0,0,0
"HPOL_001758-RA",1614.44428009419,479.925180200036,641.499722145044,442,1433.21081618929,500.107343842902
"HPOL_001759-RA",2722,1293,1169,1719,5091,2198
"HPOL_003584-RA",259,92,175,85,417,393
"HPOL_002973-RA",841,380,300,283,1199,430
"HPOL_003585-RA",342,162,121,171,549,79
"HPOL_007022-RA",219,100,117,103,500,135
"HPOL_007040-RA",41,10,4,22,33,10
"HPOL_007026-RA",71,7,10,7,36,0
"HPOL_007024-RA",542,212,309,186,962,352
"HPOL_007025-RA",24.3220338983051,15.5294117647059,3.30434782608696,1.36363636363636,35.1910112359551,1.05660377358491
"HPOL_003575-RA",823,414,500,453,1306,812
"HPOL_003576-RA",3199,1529,1034,1046,4237,1200
"HPOL_003577-RA",1233,559,307,351,1731,575
"HPOL_003578-RA",556,292,110,222,940,701
"HPOL_002974-RA",430,255,294,134,886,497
"HPOL_007069-RA",120,62,78,46,204,196
"HPOL_007105-RA",3801,2216,1584,1995,6078,864
"HPOL_007028-RA",444,196,210,179,755,361
"HPOL_007027-RA",922,555,437,619,1932,459
"HPOL_007029-RA",29,15,33,7,47,26
"HPOL_003567-RA",1277,609,304,456,1848,466
"HPOL_003568-RA",339,119,227,165,476,602
"HPOL_007030-RA",101,39,59,36,190,144
"HPOL_007042-RA",57,19,43,30,76,78
"HPOL_007043-RA",3362,1311,1750,1161,3850,3987
"HPOL_001324-RA",690,205,95,149,423,129
"HPOL_007117-RA",205,83,151,106,320,162
"HPOL_007094-RA",163,59,67,41,222,37
"HPOL_003569-RA",262,69,78,120,151,76
"HPOL_003570-RA",573,167,308.135201214256,299,786,294
"HPOL_003571-RA",193,101,60,118,386,155
"HPOL_003572-RA",188,80,89,168,245,84
"HPOL_003573-RA",22,6,9,1,16,5
"HPOL_003574-RA",252,67,106,82,228,60
"HPOL_007031-RA",766,367,316,436,1043,412
"HPOL_007032-RA",778,390,599,178,1244,566
"HPOL_001325-RA",98,37,74,15,79,73
"HPOL_007035-RA",74,30,40,24,105,160
"HPOL_007033-RA",30,28,44,18,68,22
"HPOL_003579-RA",525,255,344,263,980,501
"HPOL_003580-RA",116,29,58,38,108,30
"HPOL_007034-RA",1171,513,208,624,1767,503
"HPOL_007103-RA",2342,1246,1168,1101,3150,2352
"HPOL_007038-RA",263,154,148,121,431,152
"HPOL_007036-RA",271,119,191,93,419,168
"HPOL_007039-RA",1211,643,668,547,2568,1358
"HPOL_002488-RA",460,140,326,92,438,225
"HPOL_001326-RA",751,335,198,389,1073,292
"HPOL_002489-RA",1452.48224630008,720.716550204532,784.327392019172,800.169310387658,2287.47278490907,1406.25496757043
"HPOL_002490-RA",951,415,435,390,1288,786
"HPOL_007095-RA",571,270,167,205,745,293
"HPOL_007070-RA",2907.55839595652,1517.47773699739,1171.76848286873,1263.4203375259,4496.75215569921,1996.48605614533
"HPOL_007041-RA",320.879197047348,136.848337548222,115.905478933552,112.650465274775,398.131763859634,190.184646877493
"HPOL_007045-RA",112,49,75,29,155,130
"HPOL_001571-RA",334,151,197,158,567,309
"HPOL_001572-RA",1161,690,634,1018,3194,1251
"HPOL_001573-RA",356,185,189,256,716,270
"HPOL_001574-RA",921,355,283,511,1415,545
"HPOL_001327-RA",2092,861,832,1488,3548,2175
"HPOL_001575-RA",2207,918,1341,1114,3104,7144
"HPOL_001576-RA",1089,482,622,550,1690,822
"HPOL_007046-RA",148,65,68,50,180,61
"HPOL_007049-RA",39,16,23,16,75,32
"HPOL_007050-RA",153,78,80,111,264,106
"HPOL_007047-RA",160,88,134,80,346,252
"HPOL_007048-RA",2445.67880831192,1222.06242381428,1094.09801468764,1059.02074059945,3895.43467045935,3332.95276966315
"HPOL_007085-RA",242,109,148,174,440,758
"HPOL_007051-RA",130,51,121,17,122,196
"HPOL_003620-RA",2065,997,1106,636,2815,1858
"HPOL_001328-RA",262,155,147,101,367,467
"HPOL_003621-RA",89,53,75,73,204,59
"HPOL_003622-RA",338,189,193,184,809,272
"HPOL_003623-RA",610,321,317,280,920,390
"HPOL_007052-RA",44,18,27,84,121,25
"HPOL_007053-RA",134,78,138,86,219,105
"HPOL_007054-RA",661,352,452,264,915,257
"HPOL_007056-RA",194,70,105,155,313,65
"HPOL_007055-RA",443,202,250,219,771,298
"HPOL_003602-RA",694,347,262,311,801,639
"HPOL_003603-RA",871,378,526,342,1506,813
"HPOL_002509-RA",150,65,67,74,190,94
"HPOL_003604-RA",238,117,104,88,439,233
"HPOL_003605-RA",79,23,19,18,96,7
"HPOL_003606-RA",284,106,155,148,470,273
"HPOL_003607-RA",176,74,95,87,259,334
"HPOL_007057-RA",773,297,236,883,1637,1181
"HPOL_007058-RA",129,53,81,55,169,119
"HPOL_007060-RA",400,180,114,162,650,298
"HPOL_007059-RA",776.704056236593,357.41060073663,348.577711682992,511,1852.29454369467,503
"HPOL_007115-RA",506,246,275,189,781,813
"HPOL_003591-RA",42,9,2,10,21,0
"HPOL_002510-RA",339,105,107,154,447,233
"HPOL_003592-RA",540,104,99,151,311,38
"HPOL_003593-RA",460,222,365,221,769,654
"HPOL_007061-RA",222,94,58,114,248,110
"HPOL_007063-RA",276,116,166,195,655,507
"HPOL_007064-RA",139,64,48,102,266,59
"HPOL_001754-RA",2228,1135,1279,907,3205,2176
"HPOL_001755-RA",182,84,91,106,289,189
"HPOL_001756-RA",759,321,193,263,975,3878
"HPOL_001757-RA",6869,3726,3204,2916,10535,4208
"HPOL_003594-RA",848,413,457,339,1212,670
"HPOL_002511-RA",129,42,78,65,146,98
"HPOL_000586-RA",724,308,361,255,906,582
"HPOL_003595-RA",314,176,157,152,526,163
"HPOL_003596-RA",726,403,470,339,1096,860
"HPOL_007099-RA",1144,474,173,834,2833,1953
"HPOL_007065-RA",129,41,32,38,103,25
"HPOL_007066-RA",242,133,170,102,397,220
"HPOL_007072-RA",13,9,12,10,11,17
"HPOL_007110-RA",58,29,27,0,76,31
"HPOL_007077-RA",193,55,35,33,120,19
"HPOL_007067-RA",65,31,44,21,147,38
"HPOL_003511-RA",476,230,192,389,770,119
"HPOL_005299-RA",1024,411,454,552,1582,705
"HPOL_003512-RA",816,397,272,247,896,351
"HPOL_003513-RA",71,39,32,18,87,45
"HPOL_003514-RA",148,72,45,35,252,75
"HPOL_003515-RA",332,132,187,135,686,354
"HPOL_007068-RA",199,70,111,71,342,186
"HPOL_003628-RA",513,244,387,288,965,766
"HPOL_003629-RA",1248,527,704,390,1591,1333
"HPOL_003630-RA",707,384,358,383,1234,643
"HPOL_007073-RA",440,210,162,266,833,266
"HPOL_007071-RA",1002,384,234,470,1578,540
"HPOL_005300-RA",469.312653922179,165.522670430029,488.795333159534,276,614.214127384902,248.301953400775
"HPOL_007062-RA",257,139,117,124,468,202
"HPOL_003610-RA",141,34,37,51,84,59
"HPOL_003611-RA",3900,1819,2307,1522,5400,3110
"HPOL_007074-RA",38,19,11,5,47,27
"HPOL_007075-RA",976,466,370,420,1597,535
"HPOL_007080-RA",313,112,160,165,598,264
"HPOL_007076-RA",31,10,17,20,27,22
"HPOL_003624-RA",9671,4297,1593,4671,14478,3290
"HPOL_003625-RA",819,360,232,239,1087,421
"HPOL_003626-RA",233,79,44,98,228,33
"HPOL_003467-RA",2470,1287,830,867,1905,882
"HPOL_003627-RA",0,0,0,0,0,0
"HPOL_007078-RA",220,112,40,152,387,88
"HPOL_007082-RA",336,196,122,122,568,139
"HPOL_001044-RA",259,158,108,110,431,103
"HPOL_001045-RA",544,229,191,172,656,335
"HPOL_001046-RA",549.525973359609,291.24167996749,232.201592011587,283.582936015236,953.779410884894,300.4710164406
"HPOL_001047-RA",110,39,47,56,186,58
"HPOL_001048-RA",403,208,163,103,673,160
"HPOL_001049-RA",125,30,36,22,64,23
"HPOL_007083-RA",6768,3136,856,3214,9467,3021
"HPOL_003468-RA",7752,3823,3268,2874,10640,5781
"HPOL_007084-RA",512,186,106,299,957,744
"HPOL_003631-RA",1781,874,517,934,2967,969
"HPOL_003632-RA",1063.52524323321,502.193373364398,487.266932708162,493.404750775558,1776.59850180593,711.417826839847
"HPOL_003633-RA",0,0,0,6.94669935000958,0,0
"HPOL_007097-RA",216,99,277,109,671,902
"HPOL_007086-RA",33,10,5,4,30,30
"HPOL_007087-RA",108,58,45,64,187,63
"HPOL_007088-RA",637,343,138,190,1092,231
"HPOL_007089-RA",77,24,46,19,60,64
"HPOL_003655-RA",76,29,25,49,94,27
"HPOL_003469-RA",14,9,8,38,51,17
"HPOL_003656-RA",204,48,78,46,204,60
"HPOL_003657-RA",1398,721,568,486,1798,771
"HPOL_007091-RA",59,32,44,60,125,62
"HPOL_007090-RA",186,66,86,156,379,248
"HPOL_007092-RA",2288,1059,992,1792,6315,1859
"HPOL_001737-RA",7185,3714,2986,2557,12165,5379
"HPOL_001738-RA",527,188,312,201,697,272
"HPOL_001739-RA",762,423,560,396,1126,702
"HPOL_001740-RA",239,107,134,66,387,169
"HPOL_001741-RA",5308.29656786576,2640.25633827504,1677.50266283938,2411.57468935114,10275.0843411793,3802.17301054628
"HPOL_003470-RA",747,442,354,602,1595,1231
"HPOL_007093-RA",310,126,131,117,309,596
"HPOL_007096-RA",102,63,29,38,217,46
"HPOL_003635-RA",494,240,307,292,771,720
"HPOL_003636-RA",501,119,54,76,260,69
"HPOL_003637-RA",156,61,68,113,196,254
"HPOL_003638-RA",2121,890,1652,1240,5268,4039
"HPOL_007101-RA",6005,2634,2705,2618,9138,3973
"HPOL_007100-RA",122.120802952652,61.151662451778,66.094521066448,61.3495347252251,210.868236140366,105.815353122507
"HPOL_007102-RA",22,5,6,0,5,0
"HPOL_007104-RA",329,136,152,156,464,313
"HPOL_005302-RA",1828,978,898,989,2641,1090
"HPOL_007106-RA",207,124,102,73,334,277
"HPOL_007107-RA",233,109,160,127,584,283
"HPOL_007108-RA",227,140,59,112,432,95
"HPOL_007109-RA",100,66,62,60,231,111
"HPOL_001777-RA",246,130,115,153,310,222
"HPOL_001778-RA",313,140,173,117,434,203
"HPOL_001779-RA",54,15,12,0,34,4
"HPOL_001780-RA",741,167,154,177,480,116
"HPOL_001781-RA",156,43,39,16,90,21
"HPOL_000202-RA",301,102,143,79,497,360
"HPOL_005303-RA",672,222,107,297,604,97
"HPOL_000203-RA",7104,3637,2952,3704,12573,3454
"HPOL_000204-RA",741,322,383,524,1468,1477
"HPOL_000205-RA",431,244,259,195,562,372
"HPOL_000206-RA",220.044137396719,90.2647304893733,95.545068104308,52.4885250610617,306.350133176255,285.032653035556
"HPOL_000207-RA",294,156,124,106,545,238
"HPOL_000208-RA",95.9738757920799,42.1721713105074,37.8326547480147,68,159.781146136184,101.338658345254
"HPOL_000209-RA",473,231,110,202,795,157
"HPOL_000210-RA",1409.2979019651,586.97747243917,501,542,1679.01358254252,588.85600738428
"HPOL_000211-RA",1525,701,531,849,2814,1443
"HPOL_000212-RA",703.227617860491,267.585562818097,289.043695579852,310.17523643874,1082.20026326702,678.53364760858
"HPOL_004369-RA",511,200,196,245,689,1284
"HPOL_000213-RA",207.482507081658,102.625903796009,93.6325582603653,85.4682329465545,292.026250973859,123.272160575011
"HPOL_000214-RA",580,255,302,307,849,726
"HPOL_000215-RA",1663,901,889,785,3131.90277658379,1925
"HPOL_000216-RA",524,212,138,236,881.09722341621,203
"HPOL_007111-RA",338,146,329,160,666,592
"HPOL_007112-RA",142,58,46,78,183,125
"HPOL_007113-RA",359,188,80,97,369,108
"HPOL_007114-RA",289,72,76,129,272,73
"HPOL_007116-RA",97,46,36,42,174.994084318462,146.630746860273
"HPOL_007118-RA",1187,656,772,559,1893,1064
"HPOL_004370-RA",469,244,246,292,821,146
"HPOL_000587-RA",1834,801,716,702,2232,994
"HPOL_003639-RA",682,306,240,182,863,371
"HPOL_003640-RA",199,67,81,99,307,147
"HPOL_003641-RA",140,79,79,47,286,110
"HPOL_003642-RA",87,37,37,23,162,51
"HPOL_007119-RA",814,376,336,336,1129,3819
"HPOL_007121-RA",11,9,2,79,257,16
"HPOL_007120-RA",127,78,59,56,261,109
"HPOL_007122-RA",150,90,51,38,234,75
"HPOL_007123-RA",687,315,388,201,1017,589
"HPOL_001729-RA",537,281,233,247,913,337
"HPOL_003643-RA",197,74,61,30,279,86
"HPOL_001730-RA",239,136,162,110,415,199
"HPOL_001731-RA",1276,549,552,599,1643,781
"HPOL_001732-RA",172.224996328068,83.982191766666,129.358936713019,83.6474243793167,234.559587721268,110.541994544427
"HPOL_001733-RA",1396.98041206204,738.835760133132,757.064626936149,738.32878405592,2318.21334163948,737.762502147052
"HPOL_003665-RA",598,279,243,305,905,232
"HPOL_003666-RA",1064,492,845,532,1672,889
"HPOL_003667-RA",2747,1121,1260,1515,5108,2730
"HPOL_003668-RA",186,83,106,77,373,180
"HPOL_003674-RA",2863,1271,1108,1198,3659,1285
"HPOL_003675-RA",5913,3115,2254,4761,14343,4746
"HPOL_003644-RA",993,557,568,477,1655,1200
"HPOL_003648-RA",1400,598,703,422,1883,817
"HPOL_003649-RA",86,44,52,66,206,85
"HPOL_003650-RA",7220,3117,2589,2968,9338,2614
"HPOL_003651-RA",132,44,60,61,128,99
"HPOL_003673-RA",948,435,597,408,1537,743
"HPOL_000548-RA",776,389,367,466,1298,881
"HPOL_000549-RA",161,83,77,86,250,129
"HPOL_000550-RA",1015,451,490,456,1622,686
"HPOL_000551-RA",997,464,802,369,1405,942
"HPOL_000552-RA",503,223,350,261,723,402
"HPOL_003645-RA",262,99,147,80,226,125
"HPOL_000553-RA",757,364,406,283,1216,712
"HPOL_000554-RA",885,426,302,464,1612,568
"HPOL_000555-RA",336,159,200,184,671,243
"HPOL_003652-RA",1231,362,313,405,875,261
"HPOL_003653-RA",791.408498242271,419.468435275558,445.996667695594,339.123951946315,1239.12921880093,532.6139637075
"HPOL_003654-RA",1127.73571107697,577.182798124179,417.711866157208,467,1847.59939538152,823.462464973457
"HPOL_001785-RA",315,130,203,210,575,400
"HPOL_001786-RA",5264,2377,2859,2516,6494,14762
"HPOL_001787-RA",1509,1206,854,1705,2072,287
"HPOL_001788-RA",174,89,104,124,331,208
"HPOL_002987-RA",2190,938,828,1005,3417,3332
"HPOL_003670-RA",113,17,18,16,58,14
"HPOL_003671-RA",155,96,89,49,292,138
"HPOL_003672-RA",349,138,101,256,652,117
"HPOL_003658-RA",147,80,109,160,357,89
"HPOL_003659-RA",4896,2316,1806,1835,5870,2346
"HPOL_003660-RA",342,89,50,92,176,66
"HPOL_003661-RA",485,216,246,327,850,363
"HPOL_003662-RA",346,139,150,204,616,600
"HPOL_003663-RA",581,248,223,297,794,297
"HPOL_003664-RA",142,40,59,60,193,76
"HPOL_002988-RA",703,201,124,144,486,82
"HPOL_003669-RA",1315,352,506,338,1216,339
"HPOL_003676-RA",15,5,7,0,15,14
"HPOL_003677-RA",632,255,273,487,1541,628
"HPOL_003681-RA",69,30,26,38,68,30
"HPOL_003682-RA",206,77,148,69,255,183
"HPOL_003683-RA",1793,879,988,704,2538,1955
"HPOL_003688-RA",442,185,189,134,632,491
"HPOL_003689-RA",215,103,120,59,379,256
"HPOL_003690-RA",185,121,132,109,314,229
"HPOL_003691-RA",1540.10838248239,775.330109745031,736.714141066342,543,1994.42930411287,1172
"HPOL_002989-RA",119,37,104,53,146,47
"HPOL_003692-RA",118.891617517609,72.6698902549686,32.2858589336581,37,142.570695887134,60
"HPOL_003684-RA",150,62,69,54,166,291
"HPOL_003685-RA",57,31,10,32,39,8
"HPOL_003686-RA",1380,665,704,763,2803,1945
"HPOL_003687-RA",66,19,4,19,59,0
"HPOL_000939-RA",965,436,580,568,1750,1222
"HPOL_000940-RA",261,84,67,92,288,42
"HPOL_000941-RA",7298,3315,1582,2998,10651,2613
"HPOL_000942-RA",435,230,174,171,541,412
"HPOL_000943-RA",352,163,129,128,506,221
"HPOL_002990-RA",154,38,78,76,151,28
"HPOL_000944-RA",6245,2846,2657,2318,9411,4063
"HPOL_000945-RA",139,72,115,76,296,174
"HPOL_000946-RA",48,12,26,1,77,28
"HPOL_003693-RA",4020,1960,1602,1845,6832,2490
"HPOL_003694-RA",111,33,24,21,103,7
"HPOL_003695-RA",838,337,607,384,1229,2100
"HPOL_003696-RA",69,31,34,34,107,30
"HPOL_001789-RA",4316,2247,1486,1852,7275,2504
"HPOL_001790-RA",1731,454,264,454,1274,215
"HPOL_001791-RA",2658,1045,1015,1103,3530,4332
"HPOL_004653-RA",668,213,313,489,1440,384
"HPOL_003724-RA",2624,1333,1373,1173,4275,1967
"HPOL_003725-RA",408,238,287,215,788,186
"HPOL_000099-RA",117,45,47,68,222,125
"HPOL_000100-RA",384,162,153,264,885,312
"HPOL_000101-RA",451.06942969536,232.887785386095,194,248.557401634584,937.834091993287,960.827499281188
"HPOL_000102-RA",356,134,253,77,350,164
"HPOL_000103-RA",1449.51180959544,786.507267554906,654.036486364148,732.245841611202,2642.31117196906,951.551866940115
"HPOL_000104-RA",1477,823,760,388,2058,1659
"HPOL_000105-RA",2184,1127,871,1153,3137,645
"HPOL_000106-RA",223.93057030464,99.1122146139052,79,123.442598365416,441.165908006713,491.172500718812
"HPOL_004654-RA",166,74,116,34,245,206
"HPOL_000107-RA",1069,490,474,748,2265,1232
"HPOL_000108-RA",1967,843,624,857,2729,2087
"HPOL_000109-RA",137,94,58,86,295,77
"HPOL_000110-RA",121,34,78,40,200,84
"HPOL_000111-RA",1313,556,560,671,2488,1076
"HPOL_000112-RA",22,10,13,8,28,4
"HPOL_000113-RA",199,124,158,152,483,42
"HPOL_000114-RA",144,93,42,50,220,10
"HPOL_000115-RA",1261,651,515,463,1999,970
"HPOL_003701-RA",28.2419436868127,14.9062126741911,10.922279995514,2.58898102148935,34.5813939533057,6.69122543575363
"HPOL_004655-RA",789,249,67,121,394,65
"HPOL_001302-RA",587,195,361,275,579,309
"HPOL_003702-RA",123,31,60,71,258,127
"HPOL_003703-RA",228,67,38,55,165,46
"HPOL_003704-RA",73,27,28,21,83,39
"HPOL_003705-RA",517,273,299,318,819,371
"HPOL_003706-RA",433,239,295,168,638,358
"HPOL_003707-RA",215,65,91,77,218,94
"HPOL_003708-RA",1195,543,449,526,1692.29861682684,981
"HPOL_003709-RA",90,21,77,37,107,55
"HPOL_003710-RA",427,178,188,234,805,478
"HPOL_003711-RA",1136,554,481,289,1045,446
"HPOL_000138-RA",283,147,204,94,450,286
"HPOL_003712-RA",389,155,214,164,517,271
"HPOL_003713-RA",319,106,82,105,306,142
"HPOL_003714-RA",1525,882,643,477,2306,1178
"HPOL_003719-RA",651,335,249,253,925,403
"HPOL_003720-RA",87,46,29,38,124,45
"HPOL_003721-RA",274,115,128,96,259,123
"HPOL_003722-RA",93,38,59,28,129,82
"HPOL_003723-RA",2763,1410,1492,1370,5401,2740
"HPOL_003728-RA",1902,949,748,829,3104,901
"HPOL_003729-RA",524,277,193,165,878,401
"HPOL_000139-RA",178,107,135,90,261,209
"HPOL_003730-RA",11,6,4,3,19,2
"HPOL_001904-RA",2710,1253,1340,1721,5848,1043
"HPOL_001905-RA",240,125,177,150,454,352
"HPOL_001906-RA",669,359,326,454,1166,539
"HPOL_001907-RA",4018.76137157601,1994.66004625633,3453.83976625683,1254.55042834705,4445.10769888201,2093.00758961817
"HPOL_003731-RA",139.439688036148,20.9223887581557,60.8333099507846,36.7592643122128,98.4447351295476,43.1662019860491
"HPOL_003732-RA",1033,428,371,341,1319,1897
"HPOL_003733-RA",443,213,187,192,696,347
"HPOL_003734-RA",190,49,80,35,161,72
"HPOL_003735-RA",1242,508,621,363,1578,883
"HPOL_000140-RA",333,164,107,158,600,191
"HPOL_003747-RA",210,54,24,38,142,37
"HPOL_003748-RA",633,184,98,119,339,31
"HPOL_003749-RA",774,379,344,338,1453,447
"HPOL_001792-RA",2096,1038,1202,1511,5373,3152
"HPOL_001793-RA",132,54,73,76,188,135
"HPOL_001794-RA",805,371,505,555,2014,930
"HPOL_001795-RA",292,121,140,169,492,166
"HPOL_001796-RA",611,167,95,159,364,84
"HPOL_003738-RA",981,510,445,365,1475,846
"HPOL_003739-RA",533,267,196,303,734,277
"HPOL_000141-RA",124,67,47,67,129,92
"HPOL_003740-RA",599,303,302,179,933,422
"HPOL_003741-RA",3942,1564,1322,1307,4265,3241
"HPOL_003742-RA",95,37,16,18,81,54
"HPOL_003754-RA",55,20,3,22,46,6
"HPOL_003755-RA",728,286,234,453,1506,571
"HPOL_003743-RA",207,107,110,101,374,209
"HPOL_003744-RA",546,173,385,191,547,426
"HPOL_003745-RA",85,54,275,62,168,82
"HPOL_000574-RA",578,212,279,350,1236,820
"HPOL_000575-RA",2891,1381,1035,1001,3529,2039
"HPOL_000142-RA",239,85,109,88,346,163
"HPOL_000576-RA",67,53,12,34,76,36
"HPOL_000577-RA",331,188,160,174,605,206
"HPOL_000578-RA",84,26,83,46,163,66
"HPOL_000579-RA",1261,547,336,490,1408,500
"HPOL_000580-RA",37,6,3,2,12,4
"HPOL_000581-RA",265,122,133,223,450,183
"HPOL_000582-RA",1040.22754222316,478.557514000401,724,467.445009285293,1799.32199449853,1049
"HPOL_003750-RA",276.289025740666,164.386000604703,112.803144665814,115.510914597568,458.093415496429,88.7911758670706
"HPOL_003751-RA",623,273,402,298,994,614
"HPOL_003752-RA",403,170,174,155,574,334
"HPOL_000143-RA",332,163,155,173,533,250
"HPOL_003753-RA",221.032579583935,56.4019520349347,65.3830261923239,82,243.925566816452,89.4572870142065
"HPOL_003792-RA",2045,952,807,950,3136,1508
"HPOL_003793-RA",152,61,85,60,270,161
"HPOL_003761-RA",1757,814,539,628,2624,658
"HPOL_003762-RA",1476,418,220,286,907,153
"HPOL_003779-RA",93,58,86,57,176,100
"HPOL_003780-RA",9084,4284,3827,4469,14093,3802
"HPOL_003781-RA",180.931079768764,80.0670751645505,85.3353319446679,66,343.924871237901,150.531147648981
"HPOL_003782-RA",924,453,378,299,1227,603
"HPOL_003783-RA",405,190,132,141,498,272
"HPOL_000144-RA",161,77,83,58,299,186
"HPOL_003770-RA",709.006632720003,373.931731104663,272.825641599654,618.95190991558,2539.30579276523,1021.57264305181
"HPOL_003771-RA",196,113,65,104,292,363
"HPOL_003772-RA",577,260,194,191,681,993
"HPOL_003773-RA",191.373009208355,104.770436580682,125.156788377142,142.094312155503,401.261232213515,568.325871700573
"HPOL_003774-RA",914,465,397,518,1552,707
"HPOL_001816-RA",309,100,87,101,264,198
"HPOL_001817-RA",757,222,259,325,558,224
"HPOL_001818-RA",3009,1330,1236,1267,3927,1730
"HPOL_001819-RA",846,379,466,242,1136,458
"HPOL_001820-RA",2014,870,699,675,2665,754
"HPOL_000145-RA",61,26,33,36,103,37
"HPOL_003775-RA",428,178,192,136,507,241
"HPOL_003776-RA",305,133,187,220,738,533
"HPOL_003777-RA",5706,2837,2408,2459,7758,9164
"HPOL_003778-RA",780,381,434,665,2161,558
"HPOL_003788-RA",108,48,70,79,251,152
"HPOL_003789-RA",777,378,290,342,1612,419
"HPOL_003790-RA",5322,2570,3513,2547,8792,4302
"HPOL_003791-RA",431,194,441,420,1023,1434
"HPOL_003802-RA",333,172,93,119,527.463478464061,527
"HPOL_003803-RA",300,125,141,160,346,158
"HPOL_000146-RA",1070,543,537,372,1473,1081
"HPOL_003804-RA",484,142,86,177,349,83
"HPOL_003805-RA",453,173,248,143,374,226
"HPOL_001516-RA",223,91,58,87,315,104
"HPOL_001517-RA",143,63,214,113,278,285
"HPOL_001518-RA",2446,1004,1096,1145,3460,1266
"HPOL_001519-RA",579,250,430,313,1127,655
"HPOL_001520-RA",183,89,102,104,352,154
"HPOL_001521-RA",278,103,132,160,430,134
"HPOL_003797-RA",6283.35761646002,3315.92960281223,3316.65121270329,3409.53233847767,10856.806864805,6192.3884050455
"HPOL_003798-RA",4194,2168,2089,1690,6660,3384
"HPOL_000147-RA",157,61,91,112,224,131
"HPOL_001303-RA",333,111,227,99,427,381
"HPOL_003822-RA",72,41,45,50,182,29
"HPOL_003823-RA",974,546,521,554,1914,735
"HPOL_002479-RA",551,263,292,553,1948,740
"HPOL_002480-RA",1484.75513428687,776.939700001052,767,721.539410232402,2521.82691271329,1802.9903142835
"HPOL_002481-RA",1804,693,669,867,2517,1449
"HPOL_002482-RA",3158,1672,1287,1132,3442,1542
"HPOL_002483-RA",283,110,87,64,339,157
"HPOL_002484-RA",708,323,189,317,1001,470
"HPOL_003806-RA",3157,1629,1119,1488,4698.20122842115,2167.64760878131
"HPOL_003807-RA",935,375,178,547,1278,1643
"HPOL_000148-RA",804.603569032967,444.995583676747,173.404450004153,389.627251015542,1025.39652465737,1045.89970736923
"HPOL_003808-RA",2275,909,1024,1693,4510,1865
"HPOL_003828-RA",271,145,110,130,505,282
"HPOL_003829-RA",1468,520,883,649,2490,1630
"HPOL_003830-RA",247,100,110,112,346,215
"HPOL_003831-RA",118,59,53,75,239,103
"HPOL_000798-RA",4043,2095,1480,1652,7232,11605
"HPOL_000799-RA",1298,639,619,579,2130,1151
"HPOL_000800-RA",618.194167725887,271.305283239919,296.72874455873,295.331840985391,1083.306314194,581.543432509425
